istat,comune,lng,lat
82036,Gangi,14.20524912,37.79815330
82037,Geraci Siculo,14.15415104,37.85898758
82038,Giardinello,13.15678370,38.08861222
82039,Giuliana,13.23787124,37.67426741
82040,Godrano,13.42861850,37.90303566
82041,Gratteri,13.97307322,37.96731008
82042,Isnello,14.00607302,37.94398431
82043,Isola delle Femmine,13.24620555,38.20058980
82044,Lascari,13.94112010,37.99988341
82045,Lercara Friddi,13.60283501,37.74748969
82046,Marineo,13.41410836,37.95268060
82047,Mezzojuso,13.46450986,37.86449557
82048,Misilmeri,13.45154671,38.03514060
82049,Monreale,13.29170019,38.08232690
82050,Montelepre,13.17326674,38.08979235
82051,Montemaggiore Belsito,13.76257765,37.84789269
82052,Palazzo Adriano,13.37965852,37.68162495
82053,Palermo,13.36235675,38.11569725
82054,Partinico,13.11521899,38.04808220
82055,Petralia Soprana,14.10825065,37.79634285
82056,Petralia Sottana,14.09221617,37.80594300
82057,Piana degli Albanesi,13.28199289,37.99447148
82058,Polizzi Generosa,13.99947177,37.81291089
82059,Pollina,14.14658207,37.99424976
82060,Prizzi,13.43099120,37.72165331
82061,Roccamena,13.15530062,37.83859290
82062,Roccapalumba,13.63945370,37.80607308
82063,San Cipirello,13.18170348,37.96022597
82064,San Giuseppe Jato,13.18116224,37.96819483
82065,San Mauro Castelverde,14.19009345,37.91446229
82066,Santa Cristina Gela,13.32751612,37.98508619
82067,Santa Flavia,13.52499914,38.08217373
82068,Sciara,13.76261496,37.91464342
82069,Sclafani Bagni,13.85460399,37.82112946
82070,Termini Imerese,13.69594357,37.98680894
82071,Terrasini,13.08238845,38.15295377
82072,Torretta,13.23313847,38.13117820
82073,Trabia,13.65541386,37.99575625
82074,Trappeto,13.03652566,38.06655571
82075,Ustica,13.19284289,38.71007807
82076,Valledolmo,13.82825937,37.74708325
82077,Ventimiglia di Sicilia,13.56791057,37.92614112
82078,Vicari,13.57075051,37.82657579
82079,Villabate,13.44209183,38.07564273
82080,Villafrati,13.48672178,37.90807380
82081,Scillato,13.90682970,37.85670474
82082,Blufi,14.07674064,37.75230981
83001,Alcara li Fusi,14.70108558,38.02145385
83002,Alì,15.41797276,38.02694065
83003,Alì Terme,15.42261725,38.00375238
83004,Antillo,15.24539421,37.97612979
83005,Barcellona Pozzo di Gotto,15.21857534,38.14692512
83006,Basicò,15.06175499,38.06159926
83007,Brolo,14.82771691,38.15684761
83008,Capizzi,14.47841766,37.84887419
83009,Capo d'Orlando,14.74392536,38.16030299
83010,Capri Leone,14.70723848,38.10752570
83011,Caronia,14.44076582,38.02470888
83012,Casalvecchio Siculo,15.32349977,37.95821414
83013,Castel di Lucio,14.31045875,37.88722344
83014,Castell'Umberto,14.80687881,38.08457970
83015,Castelmola,15.27665979,37.85818779
83016,Castroreale,15.21102502,38.09848356
83017,Cesarò,14.71217827,37.84375488
83018,Condrò,15.32648511,38.17570357
83019,Falcone,15.08228905,38.11643166
83020,Ficarra,14.82747780,38.11042030
83021,Fiumedinisi,15.38231276,38.02502794
83022,Floresta,14.90945173,37.98770217
83023,Fondachelli-Fantina,15.17307530,37.98597775
83024,Forza d'Agrò,15.33513050,37.91411237
83025,Francavilla di Sicilia,15.13614134,37.90124653
83026,Frazzanò,14.74474753,38.07234359
83027,Furci Siculo,15.37997427,37.96090470
83028,Furnari,15.12548931,38.10475339
83029,Gaggi,15.22055836,37.86086335
83030,Galati Mamertino,14.77102197,38.03302982
83031,Gallodoro,15.29381546,37.90168112
83032,Giardini-Naxos,15.27742465,37.84023248
83033,Gioiosa Marea,14.89284233,38.17198745
83034,Graniti,15.22670686,37.89133028
83035,Gualtieri Sicaminò,15.31675986,38.16306516
83036,Itala,15.43731628,38.05061330
83037,Leni,14.82416615,38.55494763
83038,Letojanni,15.30625560,37.88030919
83039,Librizzi,14.95818725,38.09716507
83040,Limina,15.27264247,37.94087859
83041,Lipari,14.95652135,38.46903961
83042,Longi,14.75261325,38.02716872
83043,Malfa,14.83604364,38.57699743
83044,Malvagna,15.05435477,37.91866067
83045,Mandanici,15.31711083,38.00229698
83046,Mazzarrà Sant'Andrea,15.13585547,38.08979715
83047,Merì,15.24644375,38.16794237
83048,Messina,15.55572383,38.19395841
83049,Milazzo,15.24274412,38.22087052
83050,Militello Rosmarino,14.67603944,38.04635773
83051,Mirto,14.75285354,38.08512412
83052,Mistretta,14.36235493,37.93048648
83053,Moio Alcantara,15.05052936,37.89883558
83054,Monforte San Giorgio,15.38351724,38.15686649
83055,Mongiuffi Melia,15.27493092,37.90419803
83056,Montagnareale,14.94770863,38.13246075
83057,Montalbano Elicona,15.01413113,38.02371254
83058,Motta Camastra,15.17250433,37.89568789
83059,Motta d'Affermo,14.30206148,37.98129062
83060,Naso,14.78820006,38.12194429
83061,Nizza di Sicilia,15.40794343,37.98886000
83062,Novara di Sicilia,15.13193797,38.01624974
83063,Oliveri,15.05947815,38.12463376
83064,Pace del Mela,15.30570478,38.18012927
83065,Pagliara,15.35949936,37.98658779
83066,Patti,14.96403605,38.13978414
83067,Pettineo,14.29122447,37.96661363
83068,Piraino,14.86316622,38.16189942
83069,Raccuja,14.91065006,38.05561324
83070,Reitano,14.34444665,37.97307659
83071,Roccafiorita,15.26846879,37.92987623
83072,Roccalumera,15.39453262,37.97509309
83073,Roccavaldina,15.37497616,38.18230046
83074,Roccella Valdemone,15.00951850,37.93275497
83075,Rodì Milici,15.16957002,38.11045739
83076,Rometta,15.41549487,38.17265545
83077,San Filippo del Mela,15.27181211,38.16929056
83078,San Fratello,14.59622906,38.01289142
83079,San Marco d'Alunzio,14.69883524,38.07304978
83080,San Pier Niceto,15.35151876,38.15873308
83081,San Piero Patti,14.96622365,38.05068340
83082,San Salvatore di Fitalia,14.77745536,38.07054476
83083,Santa Domenica Vittoria,14.96188670,37.91554631
83084,Sant'Agata di Militello,14.63367737,38.06952050
83085,Sant'Alessio Siculo,15.34477639,37.91757739
83086,Santa Lucia del Mela,15.28317623,38.13999317
83087,Santa Marina Salina,14.87169526,38.55942223
83088,Sant'Angelo di Brolo,14.88215123,38.11320212
83089,Santa Teresa di Riva,15.36794666,37.94571282
83090,San Teodoro,14.69937355,37.84780770
83091,Santo Stefano di Camastra,14.34832712,38.01634772
83092,Saponara,15.43425497,38.19386679
83093,Savoca,15.33979136,37.95607340
83094,Scaletta Zanclea,15.45932762,38.04285560
83095,Sinagra,14.84952801,38.08323735
83096,Spadafora,15.37413714,38.22207704
83097,Taormina,15.28308351,37.85113293
83098,Torregrotta,15.35231584,38.19165519
83099,Tortorici,14.82486377,38.03054087
83100,Tripi,15.09943005,38.04933749
83101,Tusa,14.23852776,37.98456978
83102,Ucria,14.88092158,38.04562699
83103,Valdina,15.37073820,38.19349868
83104,Venetico,15.36479822,38.21905395
83105,Villafranca Tirrena,15.43249938,38.23545409
83106,Terme Vigliatore,15.16241103,38.13672717
83107,Acquedolci,14.58806194,38.05636112
83108,Torrenova,14.67733979,38.09112600
84001,Agrigento,13.58457496,37.30971088
84002,Alessandria della Rocca,13.45348842,37.56973494
84003,Aragona,13.61778892,37.40243058
84004,Bivona,13.44040048,37.61810993
84005,Burgio,13.28953712,37.59887056
84006,Calamonaci,13.29090306,37.52534229
84007,Caltabellotta,13.21565014,37.57690304
84008,Camastra,13.79377357,37.25215719
84009,Cammarata,13.63797741,37.63272878
84010,Campobello di Licata,13.91888981,37.25978333
84011,Canicattì,13.84999085,37.36023871
84012,Casteltermini,13.64340312,37.54081015
84013,Castrofilippo,13.75018349,37.34868982
84014,Cattolica Eraclea,13.39539987,37.43952809
84015,Cianciana,13.43525819,37.51744705
84016,Comitini,13.64362024,37.40860888
84017,Favara,13.65646307,37.31070969
84018,Grotte,13.69917960,37.40254860
84019,Joppolo Giancaxio,13.55409781,37.38774566
84020,Lampedusa e Linosa,12.60984005,35.50195501
84021,Licata,13.93718336,37.10156734
84022,Lucca Sicula,13.30670721,37.57845576
84023,Menfi,12.96641122,37.59822493
84024,Montallegro,13.35067955,37.39108905
84025,Montevago,12.99017731,37.70262274
84026,Naro,13.79204148,37.29606377
84027,Palma di Montechiaro,13.76367520,37.19167642
84028,Porto Empedocle,13.52746716,37.28846526
84029,Racalmuto,13.73141734,37.40771285
84030,Raffadali,13.53109425,37.40489693
84031,Ravanusa,13.97248171,37.26823623
84032,Realmonte,13.46279155,37.30680567
84033,Ribera,13.26865760,37.50382096
84034,Sambuca di Sicilia,13.11072583,37.64742058
84035,San Biagio Platani,13.52422822,37.50899211
84036,San Giovanni Gemini,13.64120190,37.62994447
84037,Santa Elisabetta,13.55490487,37.43158452
84038,Santa Margherita di Belice,13.02402423,37.69197250
84039,Sant'Angelo Muxaro,13.54427616,37.47918744
84040,Santo Stefano Quisquina,13.49031996,37.62469807
84041,Sciacca,13.08292613,37.50777148
84042,Siculiana,13.42004274,37.33648457
84043,Villafranca Sicula,13.29093513,37.58683326
85001,Acquaviva Platani,13.70014279,37.57170412
85002,Bompensiere,13.78063990,37.47263349
85003,Butera,14.18628296,37.18643008
85004,Caltanissetta,14.06184986,37.49213171
85005,Campofranco,13.71255278,37.51200991
85006,Delia,13.92762543,37.35605898
85007,Gela,14.25035002,37.06545435
85008,Marianopoli,13.91508083,37.59883246
85009,Mazzarino,14.21424397,37.30500006
85010,Milena,13.73627968,37.47145256
85011,Montedoro,13.81637743,37.45373660
85012,Mussomeli,13.75402582,37.58022427
85013,Niscemi,14.38503985,37.14528117
85014,Resuttano,14.03105327,37.68012807
85015,Riesi,14.08220646,37.28338286
85016,San Cataldo,13.99047906,37.48716186
85017,Santa Caterina Villarmosa,14.03188994,37.59174984
85018,Serradifalco,13.88250841,37.45653741
85019,Sommatino,13.99122294,37.33386339
85020,Sutera,13.73130483,37.52558206
85021,Vallelunga Pratameno,13.83047129,37.68020669
85022,Villalba,13.84393280,37.65497687
86001,Agira,14.52379575,37.65721229
86002,Aidone,14.44789122,37.41600220
86003,Assoro,14.42408648,37.62816262
86004,Barrafranca,14.20387847,37.37284964
86005,Calascibetta,14.27309071,37.58955793
86006,Catenanuova,14.69145818,37.56792494
86007,Centuripe,14.74143060,37.62030983
86008,Cerami,14.50637122,37.81035063
86009,Enna,14.27909392,37.56705701
86010,Gagliano Castelferrato,14.53558411,37.71031882
86011,Leonforte,14.39206612,37.63918202
86012,Nicosia,14.39854731,37.74805212
86013,Nissoria,14.44936356,37.65515695
86014,Piazza Armerina,14.36603607,37.38420844
86015,Pietraperzia,14.13691358,37.42163431
86016,Regalbuto,14.64079757,37.65262615
86017,Sperlinga,14.35337156,37.76490049
86018,Troina,14.60044817,37.78501819
86019,Valguarnera Caropepe,14.38816347,37.49667851
86020,Villarosa,14.17423425,37.58791750
87001,Aci Bonaccorsi,15.10860732,37.59789361
87002,Aci Castello,15.14523329,37.55581810
87003,Aci Catena,15.14224165,37.60268159
87004,Acireale,15.16628791,37.61215073
87005,Aci Sant'Antonio,15.12585282,37.60601727
87006,Adrano,14.83268741,37.66181377
87007,Belpasso,14.97704833,37.59138844
87008,Biancavilla,14.86954107,37.64125641
87009,Bronte,14.83289947,37.78751853
87010,Calatabiano,15.22774979,37.82332843
87011,Caltagirone,14.51274420,37.23808582
87012,Camporotondo Etneo,15.00595832,37.56740031
87013,Castel di Iudica,14.64944945,37.49443804
87014,Castiglione di Sicilia,15.12239020,37.88270389
87015,Catania,15.08704738,37.50287801
87016,Fiumefreddo di Sicilia,15.20820135,37.79293030
87017,Giarre,15.18450405,37.73003683
87018,Grammichele,14.63723701,37.21500543
87019,Gravina di Catania,15.06212657,37.56058183
87020,Licodia Eubea,14.70331914,37.15572822
87021,Linguaglossa,15.14400823,37.84073315
87022,Maletto,14.86628900,37.82950116
87023,Mascali,15.19535853,37.75749529
87024,Mascalucia,15.05302159,37.57305779
87025,Militello in Val di Catania,14.79399781,37.27480551
87026,Milo,15.11606553,37.72334446
87027,Mineo,14.69111130,37.26487470
87028,Mirabella Imbaccari,14.44603260,37.32443567
87029,Misterbianco,15.00637221,37.52084469
87030,Motta Sant'Anastasia,14.96976761,37.51210110
87031,Nicolosi,15.02671373,37.61413944
87032,Palagonia,14.74576385,37.32765928
87033,Paternò,14.90251867,37.57696713
87034,Pedara,15.06021594,37.61720408
87035,Piedimonte Etneo,15.17821412,37.80766824
87036,Raddusa,14.53173150,37.47291883
87037,Ramacca,14.69378294,37.38487209
87038,Randazzo,14.94605369,37.87790854
87039,Riposto,15.20383515,37.73181850
87040,San Cono,14.36600469,37.28994189
87041,San Giovanni la Punta,15.09429701,37.57706765
87042,San Gregorio di Catania,15.10845966,37.56488406
87043,San Michele di Ganzaria,14.42611634,37.27946798
87044,San Pietro Clarenza,15.02419347,37.57233467
87045,Sant'Agata li Battiati,15.08022998,37.55864644
87046,Sant'Alfio,15.14411429,37.74407333
87047,Santa Maria di Licodia,14.88739795,37.61617815
87048,Santa Venerina,15.13887642,37.68697501
87049,Scordia,14.84609045,37.29649404
87050,Trecastagni,15.07920192,37.61700077
87051,Tremestieri Etneo,15.07214434,37.57583588
87052,Valverde,15.12482337,37.57900347
87053,Viagrande,15.09632891,37.61058560
87054,Vizzini,14.74851770,37.16103188
87055,Zafferana Etnea,15.10337582,37.69470869
87056,Mazzarrone,14.56159557,37.08400559
87057,Maniace,14.80775350,37.86200981
87058,Ragalna,14.93914399,37.63012861
88001,Acate,14.49372908,37.02640029
88002,Chiaramonte Gulfi,14.70126744,37.03157582
88003,Comiso,14.60468609,36.94565701
88004,Giarratana,14.79303144,37.04827526
88005,Ispica,14.90352486,36.78617863
88006,Modica,14.76136035,36.85884699
88007,Monterosso Almo,14.76256834,37.08888285
88008,Pozzallo,14.84615608,36.72659325
88009,Ragusa,14.73069920,36.92509197
88010,Santa Croce Camerina,14.52544024,36.82853528
88011,Scicli,14.70590362,36.79359171
88012,Vittoria,14.53800649,36.94878747
89001,Augusta,15.21944081,37.23060554
89002,Avola,15.13544392,36.90839155
89003,Buccheri,14.85046834,37.12651105
89004,Buscemi,14.88415569,37.08523351
89005,Canicattini Bagni,15.06173869,37.03498945
89006,Carlentini,15.01477050,37.27597703
89007,Cassaro,14.94764473,37.10522743
89008,Ferla,14.94146541,37.11861277
89009,Floridia,15.15289178,37.08211457
89010,Francofonte,14.88012787,37.23078145
89011,Lentini,14.99933634,37.28451352
89012,Melilli,15.12675487,37.17850834
89013,Noto,15.06670248,36.89169626
89014,Pachino,15.09315194,36.71608657
89015,Palazzolo Acreide,14.90382617,37.06188027
89016,Rosolini,14.95353104,36.82034519
89017,Siracusa,15.29333240,37.05991685
89018,Solarino,15.11909961,37.10124313
89019,Sortino,15.03283490,37.16256874
89020,Portopalo di Capo Passero,15.13396638,36.68332543
89021,Priolo Gargallo,15.18829357,37.15941965
90001,Aggius,9.06392097,40.92880745
90002,Alà dei Sardi,9.32917825,40.65069405
90003,Alghero,8.32608134,40.54843552
90004,Anela,9.05666422,40.44354491
90005,Ardara,8.80926358,40.62388640
90006,Arzachena,9.38847706,41.07937642
90007,Banari,8.69753059,40.57197633
90008,Benetutti,9.16828273,40.45579466
90009,Berchidda,9.16400704,40.78635359
90010,Bessude,8.72722075,40.55567990
90011,Bonnanaro,8.76638326,40.53246360
90012,Bono,9.02975231,40.41690678
90013,Bonorva,8.76853126,40.41698096
90014,Bortigiadas,9.04327192,40.89144536
90015,Borutta,8.74374180,40.52227636
90016,Bottidda,9.00697290,40.39066943
90017,Buddusò,9.26086355,40.57857057
90018,Bultei,9.06148663,40.45707527
90019,Bulzi,8.82973366,40.84804202
90020,Burgos,8.99368536,40.39061632
90021,Calangianus,9.19233471,40.92314505
90022,Cargeghe,8.61606937,40.66755094
90023,Castelsardo,8.71333007,40.91582154
90024,Cheremule,8.72514048,40.50610251
90025,Chiaramonti,8.82000085,40.75181945
90026,Codrongianos,8.68009951,40.65809986
90027,Cossoine,8.71259249,40.43143046
90028,Esporlatu,8.99065916,40.38598158
90029,Florinas,8.66570100,40.64793049
90030,Giave,8.75054260,40.45201666
90031,Illorai,9.00210590,40.35444054
90032,Ittireddu,8.90205956,40.54399048
90033,Ittiri,8.56880739,40.59413859
90034,Laerru,8.83597569,40.81824972
90035,La Maddalena,9.40660750,41.21292425
90036,Luogosanto,9.20552532,41.05064330
90037,Luras,9.17500810,40.93619412
90038,Mara,8.63690581,40.41070077
90039,Martis,8.80866255,40.77889280
90040,Monteleone Rocca Doria,8.55993756,40.47187701
90041,Monti,9.32588332,40.80514851
90042,Mores,8.83367400,40.54944198
90043,Muros,8.61529031,40.67910589
90044,Nughedu San Nicolò,9.02206431,40.55626911
90045,Nule,9.18728910,40.46090607
90046,Nulvi,8.74457384,40.78058030
90047,Olbia,9.50486158,40.92318242
90048,Olmedo,8.38262067,40.65003781
90049,Oschiri,9.09838673,40.71948130
90050,Osilo,8.67132565,40.74402374
90051,Ossi,8.59067388,40.67634260
90052,Ozieri,8.99838131,40.58497586
90053,Padria,8.63044015,40.39800657
90054,Palau,9.38302871,41.17768674
90055,Pattada,9.11210268,40.58281193
90056,Perfugas,8.88347308,40.83024155
90057,Ploaghe,8.74930405,40.66573266
90058,Porto Torres,8.40122823,40.83722955
90059,Pozzomaggiore,8.65657616,40.39932098
90060,Putifigari,8.46065767,40.56251422
90061,Romana,8.58655605,40.48434729
90062,Aglientu,9.11300677,41.08161989
90063,Santa Teresa Gallura,9.18836077,41.23983449
90064,Sassari,8.55966713,40.72667657
90065,Sedini,8.81715720,40.85017734
90066,Semestene,8.72611797,40.39816646
90067,Sennori,8.59526497,40.78814370
90068,Siligo,8.72556673,40.57724022
90069,Sorso,8.57785537,40.79697664
90070,Tempio Pausania,9.10323451,40.90320323
90071,Thiesi,8.72058008,40.52201526
90072,Tissi,8.56237292,40.67874659
90073,Torralba,8.76198049,40.51425133
90074,Trinità d'Agultu e Vignola,8.91371219,40.98563737
90075,Tula,8.98668427,40.73372886
90076,Uri,8.48650236,40.63791739
90077,Usini,8.54056713,40.66371528
90078,Villanova Monteleone,8.47038149,40.50357330
90079,Valledoria,8.82245483,40.92775535
90080,Telti,9.35246713,40.87610644
90081,Badesi,8.87914774,40.96777523
90082,Viddalba,8.89457549,40.91705613
90083,Golfo Aranci,9.62236691,41.00152384
90084,Loiri Porto San Paolo,9.49836273,40.84191320
90085,Sant'Antonio di Gallura,9.30130196,40.99103246
90086,Tergu,8.71240820,40.86290753
90087,Santa Maria Coghinas,8.86309214,40.90429476
90088,Erula,8.94168684,40.79133118
90089,Stintino,8.22629385,40.93699402
90090,Padru,9.52254209,40.76705051
90091,Budoni,9.69975634,40.70671935
90092,San Teodoro,9.67191215,40.77122280
91001,Aritzo,9.19794984,39.95938538
91002,Arzana,9.52836116,39.91850362
91003,Atzara,9.07629541,39.99167325
91004,Austis,9.08850029,40.07104643
91005,Bari Sardo,9.64580126,39.84012545
91006,Baunei,9.66358993,40.03178146
91007,Belvì,9.18408371,39.96179317
91008,Birori,8.81549457,40.26604990
91009,Bitti,9.38148118,40.47506220
91010,Bolotana,8.95889386,40.32786442
91011,Borore,8.80331732,40.21541160
91012,Bortigali,8.83677489,40.28295387
91016,Desulo,9.22870581,40.01122541
91017,Dorgali,9.58812096,40.28928609
91018,Dualchi,8.90022839,40.23037556
91019,Elini,9.53114083,39.90000155
91024,Fonni,9.25241157,40.12002775
91025,Gadoni,9.18309314,39.91270924
91026,Gairo,9.50618780,39.84762882
91027,Galtellì,9.61671055,40.38662593
91028,Gavoi,9.19497917,40.15879970
91031,Girasole,9.66134528,39.95336534
91032,Ilbono,9.54177763,39.89374018
91033,Irgoli,9.63052700,40.40931635
91035,Jerzu,9.51851706,39.79284428
91037,Lanusei,9.54229961,39.87682776
91038,Lei,8.92023143,40.30752500
91039,Loceri,9.58207008,39.85671280
91040,Loculi,9.61104893,40.40674552
91041,Lodè,9.53956660,40.59132135
91042,Lotzorai,9.66253025,39.96938761
91043,Lula,9.48504099,40.47129053
91044,Macomer,8.78250254,40.26504905
91046,Mamoiada,9.28393900,40.21438631
91047,Meana Sardo,9.06886900,39.94761193
91050,Noragugume,8.91996790,40.22475175
91051,Nuoro,9.33029639,40.32318834
91055,Oliena,9.40594815,40.27132245
91056,Ollolai,9.18122390,40.16919014
91057,Olzai,9.14887920,40.18284857
91058,Onanì,9.44086593,40.48438914
91059,Onifai,9.65132236,40.40719675
91060,Oniferi,9.17025595,40.27218119
91061,Orani,9.17745617,40.25006515
91062,Orgosolo,9.35551300,40.20531708
91063,Orosei,9.69713190,40.37860068
91064,Orotelli,9.11227876,40.30281646
91066,Ortueri,8.98548427,40.03608080
91067,Orune,9.36973906,40.40613244
91068,Osidda,9.21879347,40.52415360
91069,Osini,9.49729144,39.82199597
91070,Ottana,9.04544422,40.23499206
91071,Ovodda,9.16096608,40.09618886
91072,Perdasdefogu,9.44161471,39.67797681
91073,Posada,9.71799746,40.63326084
91077,Sarule,9.16599769,40.22896356
91083,Silanus,8.88945016,40.29044980
91084,Sindia,8.65939076,40.29607418
91085,Siniscola,9.69428347,40.57500849
91086,Sorgono,9.10371160,40.02779870
91088,Talana,9.49692038,40.04116818
91089,Tertenia,9.57723938,39.69697794
91090,Teti,9.11925940,40.09643695
91091,Tiana,9.14888448,40.06739505
91093,Tonara,9.17357341,40.02477050
91094,Torpè,9.67845413,40.62868000
91095,Tortolì,9.65729950,39.92543146
91097,Triei,9.64122065,40.03692502
91098,Ulassai,9.49990537,39.81157100
91099,Urzulei,9.50735480,40.09360817
91100,Ussassai,9.39347874,39.81056200
91101,Villagrande Strisaili,9.50642291,39.96182375
91103,Cardedu,9.62540588,39.79580077
91104,Lodine,9.21935687,40.14776166
92003,Assemini,9.00623270,39.28961728
92009,Cagliari,9.11061631,39.21531191
92011,Capoterra,8.97449734,39.17394789
92015,Decimomannu,8.96564789,39.31099768
92037,Maracalagonis,9.22819506,39.28523164
92050,Pula,9.00076992,39.01070240
92051,Quartu Sant'Elena,9.18534391,39.24108358
92066,Sarroch,9.01116261,39.06353751
92068,Selargius,9.16555545,39.25370354
92074,Sestu,9.09194598,39.30031871
92075,Settimo San Pietro,9.18402554,39.29178454
92080,Sinnai,9.20553239,39.29749167
92090,Uta,8.95297842,39.29305859
92099,Villa San Pietro,8.99508010,39.03382938
92105,Quartucciu,9.18002720,39.25427575
92108,Elmas,9.04884749,39.27088656
92109,Monserrato,9.14343861,39.25407412
93001,Andreis,12.61456216,46.20181387
93002,Arba,12.79076084,46.14619163
93004,Aviano,12.58817860,46.06720286
93005,Azzano Decimo,12.71413134,45.88124317
93006,Barcis,12.56001555,46.19085950
93007,Brugnera,12.53679631,45.89918867
93008,Budoia,12.53264931,46.04292467
93009,Caneva,12.44902986,45.96855486
93010,Casarsa della Delizia,12.84014735,45.95374624
93011,Castelnovo del Friuli,12.90325046,46.19990582
93012,Cavasso Nuovo,12.76881359,46.19403313
93013,Chions,12.75234863,45.86229625
93014,Cimolais,12.43779784,46.28808436
93015,Claut,12.51391747,46.26713878
93016,Clauzetto,12.91493540,46.22905519
93017,Cordenons,12.70715102,45.98849264
93018,Cordovado,12.88212178,45.85013098
93019,Erto e Casso,12.37236133,46.27889340
93020,Fanna,12.75427142,46.18767453
93021,Fiume Veneto,12.73686953,45.92802148
93022,Fontanafredda,12.54779912,45.98891061
93024,Frisanco,12.72383344,46.21259287
93025,Maniago,12.70816710,46.17104534
93026,Meduno,12.78652713,46.21673311
93027,Montereale Valcellina,12.65605978,46.15517618
93028,Morsano al Tagliamento,12.92903161,45.85783419
93029,Pasiano di Pordenone,12.62741517,45.85132778
93030,Pinzano al Tagliamento,12.94600564,46.18313878
93031,Polcenigo,12.50174056,46.03057420
93032,Porcia,12.61375455,45.95805568
93033,Pordenone,12.66002911,45.95443546
93034,Prata di Pordenone,12.59726391,45.89393848
93035,Pravisdomini,12.69215327,45.81755711
93036,Roveredo in Piano,12.61755092,46.00954116
93037,Sacile,12.50303667,45.95427679
93038,San Giorgio della Richinvelda,12.86774016,46.04540931
93039,San Martino al Tagliamento,12.86384938,46.02082205
93040,San Quirino,12.68030700,46.03636768
93041,San Vito al Tagliamento,12.85473667,45.91497245
93042,Sequals,12.82658083,46.16621461
93043,Sesto al Reghena,12.81651528,45.84857474
93044,Spilimbergo,12.90567156,46.11211858
93045,Tramonti di Sopra,12.78960725,46.30996763
93046,Tramonti di Sotto,12.79581629,46.28495397
93047,Travesio,12.87197276,46.19647435
93049,Vito d'Asio,12.95853320,46.23333570
93050,Vivaro,12.77641497,46.07419348
93051,Zoppola,12.77039751,45.96638834
93052,Vajont,12.69803146,46.14660778
93053,Valvasone Arzene,12.8477,46.0022
94001,Acquaviva d'Isernia,14.14986101,41.67210928
94002,Agnone,14.36657220,41.80610155
94003,Bagnoli del Trigno,14.45823459,41.70461710
94004,Belmonte del Sannio,14.42348554,41.82509574
94005,Cantalupo nel Sannio,14.39240437,41.52197024
94006,Capracotta,14.26424567,41.83385194
94007,Carovilli,14.29426695,41.71321389
94008,Carpinone,14.32380551,41.59150090
94009,Castel del Giudice,14.23147783,41.85498249
94010,Castelpetroso,14.34525728,41.55952579
94011,Castelpizzuto,14.29266424,41.52139914
94012,Castel San Vincenzo,14.06252445,41.65503525
94013,Castelverrino,14.39758991,41.76823350
94014,Cerro al Volturno,14.10315455,41.65407513
94015,Chiauci,14.38553217,41.67805910
94016,Civitanova del Sannio,14.40421907,41.66770571
94017,Colli a Volturno,14.10391787,41.59903196
94018,Conca Casale,14.00670216,41.49445905
94019,Filignano,14.05630859,41.54512473
94020,Forlì del Sannio,14.18119438,41.69525415
94021,Fornelli,14.14095416,41.60634666
94022,Frosolone,14.44913437,41.60153764
94023,Isernia,14.22575426,41.58800826
94024,Longano,14.24570854,41.52173290
94025,Macchia d'Isernia,14.16746944,41.56280688
94026,Macchiagodena,14.40583228,41.55925991
94027,Miranda,14.24622838,41.64389506
94028,Montaquila,14.11670607,41.56640732
94029,Montenero Val Cocchiara,14.06618342,41.71473256
94030,Monteroduni,14.17571112,41.52279824
94031,Pesche,14.28163630,41.61124169
94032,Pescolanciano,14.33683957,41.67885835
94033,Pescopennataro,14.29484726,41.87824730
94034,Pettoranello del Molise,14.27697599,41.57357774
94035,Pietrabbondante,14.38776413,41.74869900
94036,Pizzone,14.03575095,41.66677586
94037,Poggio Sannita,14.41318446,41.77861010
94038,Pozzilli,14.06192200,41.51146177
94039,Rionero Sannitico,14.13993804,41.71224628
94040,Roccamandolfi,14.34950282,41.49291156
94041,Roccasicura,14.23174503,41.69820278
94042,Rocchetta a Volturno,14.08588727,41.62429524
94043,San Pietro Avellana,14.18348275,41.78881848
94044,Sant'Agapito,14.22177172,41.54374320
94045,Santa Maria del Molise,14.37054743,41.55270340
94046,Sant'Angelo del Pesco,14.25578775,41.88316451
94047,Sant'Elena Sannita,14.47195626,41.57673382
94048,Scapoli,14.05880908,41.61530062
94049,Sessano del Molise,14.33197303,41.63835247
94050,Sesto Campano,14.07735655,41.42108530
94051,Vastogirardi,14.25942524,41.77423652
94052,Venafro,14.04510944,41.48619140
95001,Abbasanta,8.82102235,40.12390307
95002,Aidomaggiore,8.85643400,40.17186399
95003,Albagiara,8.86062815,39.78826485
95004,Ales,8.81584466,39.76922741
95005,Allai,8.85951425,39.95793491
95006,Arborea,8.58218011,39.77345146
95007,Ardauli,8.91123069,40.08728814
95008,Assolo,8.91562700,39.81074085
95009,Asuni,8.94773504,39.87191568
95010,Baradili,8.89760286,39.72251033
95011,Baratili San Pietro,8.55496644,39.99330353
95012,Baressa,8.87404906,39.71468132
95013,Bauladu,8.67136806,40.01968427
95014,Bidonì,8.93512060,40.11300422
95015,Bonarcado,8.65453282,40.10082014
95016,Boroneddu,8.86988195,40.11273716
95017,Busachi,8.89807635,40.03328904
95018,Cabras,8.53119235,39.92991246
