Codice comune,Popolazione al 1/1/19
95049,2340
95050,2459
95051,1482
95052,2065
95053,1744
95054,443
95055,180
95056,907
95057,797
95058,311
95059,2204
95060,501
95061,228
95062,2370
95063,360
95064,142
95065,10151
95066,964
95067,1117
95068,515
95069,2805
95070,752
95071,304
95072,1599
95073,309
95074,1164
95075,1052
95076,348
95077,298
95078,120
95079,7852
95080,436
95082,1802
95083,639
95084,156
95085,459
95086,198
95087,1052
95088,241
96001,327
96002,3175
96003,1172
96004,43987
96005,886
96006,875
96007,2019
96008,133
96009,348
96010,1154
96012,7521
96013,190
96014,419
96015,820
96016,3626
96018,2881
96019,1801
96020,14534
96021,1498
96023,481
96024,720
96025,531
96026,3738
96027,113
96028,1514
96030,394
96031,557
96032,2094
96033,501
96034,571
96035,3794
96037,1354
96038,601
96039,972
96040,3902
96041,2691
96042,1520
96043,504
96044,178
96046,2112
96047,3784
96048,1192
96049,2370
96050,2113
96053,1509
96054,880
96055,91
96056,1605
96057,592
96058,1924
96059,2669
96063,1342
96064,769
96065,1070
96066,927
96067,280
96068,2447
96069,204
96071,2461
96072,216
96074,951
96075,477
96076,1247
96077,7666
96078,335
96079,185
96080,1411
96081,399
96082,1148
96083,1021
96085,2724
96086,502
96087,2041
96088,10825
97001,3205
97002,2856
97003,2303
97004,4049
97005,2399
97006,5081
97007,1306
97008,3185
97009,3407
97010,4594
97011,2932
97012,5413
97013,13867
97014,1452
97015,829
97016,13111
97017,4370
97018,515
97019,2598
97020,3869
97021,2379
97022,3801
97023,7921
97024,1740
97025,1167
97026,4782
97027,257
97028,1711
97029,1627
97030,2592
97031,2549
97032,316
97033,1219
97034,704
97035,766
97036,8513
97037,2521
97038,2722
97039,2485
97040,1993
97042,48333
97043,2115
97044,5068
97045,4373
97046,10256
97047,367
97048,14891
97049,8712
97050,491
97051,3593
97052,1888
97053,2699
97054,4174
97055,33
97056,3702
97057,9152
97058,6509
97059,7039
97060,1219
97061,4750
97062,3805
97063,351
97064,134
97065,1986
97067,914
97068,2221
97069,2229
97070,2263
97071,6386
97072,3127
97074,2169
97075,2309
97076,2824
97077,162
97078,1760
97079,534
97082,3428
97083,11491
97084,729
97085,296
97086,2821
97090,2089
97091,5619
97092,4716
97093,547
98001,277
98002,1118
98003,1770
98004,4311
98005,2437
98006,2720
98008,2930
98009,3145
98010,15293
98011,1546
98012,2984
98013,1603
98014,4646
98015,2873
98017,2164
98018,2189
98019,15991
98020,2344
98021,2913
98022,1129
98023,213
98024,1516
98025,2298
98026,2317
98027,1283
98028,2626
98029,2662
98030,2530
98031,45872
98032,7609
98033,66
98034,1385
98035,3098
98036,1718
98037,4550
98038,452
98039,1729
98040,2264
98041,5798
98042,2027
98043,1706
98044,1433
98045,1769
98046,2644
98047,1839
98048,3755
98049,3428
98050,13245
98051,1910
98052,1956
98053,1846
98054,3836
98055,3429
98056,6034
98057,927
98058,1543
98059,1708
98060,1850
98061,7446
98062,1498
99001,19569
99002,17143
99003,10595
99004,1146
99005,13400
99006,1367
99008,2233
99009,1011
99011,7128
99013,35181
99014,150576
99015,3059
99016,5603
99017,9452
99018,22295
99020,10036
99021,384
99022,810
99023,7136
99024,2767
99025,2902
99026,2087
99027,1084
99028,5227
99029,6826
100001,3106
100002,14835
100003,18821
100004,10143
100005,194590
100006,10137
100007,6084
101001,2245
101002,1607
101003,590
101004,2548
101005,962
101006,1113
101007,2735
101008,14715
101009,5442
101010,64710
101011,2993
101012,10410
101013,17848
101014,3482
101015,6277
101016,1126
101017,9035
101018,3332
101019,5638
101020,2069
101021,774
101022,2029
101023,1187
101024,3094
101025,6458
101026,810
101027,1751
102001,2282
102002,1421
102003,4358
102004,784
102005,992
102006,3236
102007,1154
102008,2010
102009,2047
102010,2117
102011,5209
102012,1845
102013,1404
102014,1925
102015,1660
102016,2111
102017,4404
102018,1913
102019,3556
102020,2138
102021,6701
102022,712
102023,1667
102024,1243
102025,6208
102026,1288
102027,9278
102028,1062
102029,942
102030,4976
102031,4489
102032,4128
102033,2186
102034,2641
102035,1297
102036,3035
102037,6584
102038,939
102039,1152
102040,2378
102041,799
102042,1458
102043,2424
102044,6269
102045,765
102046,1012
102047,33455
102048,719
102049,1763
102050,1937
103001,419
103002,407
103003,2012
103004,243
103005,103
103006,897
103007,478
103008,4919
103009,755
103010,503
103011,1468
103012,188
103013,711
103014,611
103015,1623
103016,910
103017,5120
103018,169
103019,3466
103021,297
103022,594
103023,679
103024,762
103025,4600
103026,1398
103028,18146
103029,1064
103031,442
103032,190
103033,2354
103034,1048
103035,7808
103036,199
103037,108
103038,233
103039,542
103040,405
103041,1379
103042,1478
103043,126
103044,2165
103045,382
103046,1272
103047,392
103048,861
103049,873
103050,15190
103051,3435
103052,1148
103053,1521
103054,2518
103055,730
103056,553
103057,1941
103058,252
103059,385
103060,736
103061,1318
103062,1292
103064,4870
103065,729
103066,417
103067,175
103068,1669
103069,1216
103070,382
103071,2017
103072,30505
103074,1195
103075,6522
103076,278
103077,1756
103078,315
103079,485
108001,15598
108002,2096
108003,6375
108004,17933
108005,7019
108006,7415
108007,11209
108008,15532
108009,12250
108010,16933
108011,6078
108012,35064
108013,4246
108014,2156
108015,17945
108016,7336
108017,7361
108018,6572
108019,39150
108020,8530
108021,15706
108022,3033
108023,41942
108024,26066
108025,7769
108026,8535
108027,35053
108028,46017
108029,7509
108030,23502
108031,4499
108032,5597
108033,123397
108034,23536
108035,23514
108036,5109
108037,4032
108038,3503
108039,44985
108040,23731
108041,8346
108042,4334
108043,8797
108044,10325
108045,13596
108046,7578
108047,4320
108048,9280
108049,13992
108050,26114
108051,6785
108052,5179
108053,10799
108054,15902
108055,4755
109001,3501
109002,3513
109003,626
109004,1912
109005,3285
109006,37119
109007,934
109008,3321
109009,1176
109010,1430
109011,937
109012,634
109013,1668
109014,407
109015,1123
109016,775
109017,6702
109018,12912
109019,370
109020,749
109021,352
109022,2167
109023,2379
109024,8118
109025,426
109026,694
109027,930
109028,559
109029,758
109030,2854
109031,2280
109032,1667
109033,16079
109034,26339
109035,2021
109036,1310
109037,17166
109038,2270
109039,352
109040,1985
110001,99671
110002,94564
110003,55251
110004,29657
110005,11708
110006,8719
110007,13714
110008,6365
110009,55851
110010,14511
111001,6189
111002,461
111003,771
111004,1123
111005,1240
111006,1053
111007,2753
111008,2886
111009,28009
111010,6151
111011,1653
111012,812
111013,4347
111014,9636
111015,1656
111016,6085
111017,2057
111018,2146
111019,576
111020,609
111021,2938
111022,1597
111023,806
111024,311
111025,1201
111026,835
111027,1211
111028,2017
111029,473
111030,4944
111031,6480
111032,970
111033,2659
111034,11564
111035,26515
111036,2615
111037,227
111038,1679
111039,2140
111040,1273
111041,4620
111042,5272
111043,1535
111044,3173
111045,877
111046,1231
111047,2480
111048,2142
111049,1549
111050,2190
111051,902
111052,2718
111053,590
111054,1397
111055,1186
111056,850
111057,5054
111058,940
111059,5098
111060,1638
111061,1218
111062,8483
111063,6002
111064,743
111065,8342
111066,3623
111067,8457
111068,3329
111069,1740
111070,2729
111071,11083
111072,3984
111073,1147
111074,1361
111075,4867
111076,2683
111077,9041
111078,4756
111079,653
111080,139
111081,1260
111082,808
111083,637
111084,3779
111085,1146
111086,1955
111087,1839
111088,1127
111089,3501
111090,1062
111091,1002
111092,420
111093,4166
111094,517
111095,1915
111096,13888
111097,2637
111098,3526
111099,1078
111100,654
111101,1296
111102,1079
111103,4665
111104,1031
111105,3730
111106,6920
111107,2597
