"istatId","name","month","d15","d16","d17","d18","d19","d20","istatMarch","ecoBG","bsToday","mar19","mar20","officialCovid","population","nameItSt","lng","lat"
"2128","Saluggia","3","12","7","9","4","6","9","1","0","0","0","0","0","4170","Saluggia","8.01113811","45.23583395"
"2131","San Germano Vercellese","3","2","2","2","3","2","4","1","0","0","0","0","0","1768","San Germano Vercellese","8.25094964","45.35018300"
"2133","Santhi�","3","14","6","4","5","8","15","1","0","0","0","0","0","8825","Santhi�","8.17435014","45.36692200"
"2148","Trino","3","13","10","7","11","9","17","1","0","0","0","0","0","7437","Trino","8.29690047","45.19420619"
"2150","Tronzano Vercellese","3","3","2","0","6","5","3","1","0","0","0","0","0","3558","Tronzano Vercellese","8.17469273","45.34279040"
"2152","Valduggia","3","0","0","5","3","2","3","1","0","0","0","0","0","2117","Valduggia","8.32785665","45.72638859"
"2156","Varallo","3","4","16","9","9","8","16","1","0","0","0","0","0","7542","Varallo","8.25621194","45.81403992"
"3016","Bellinzago Novarese","3","6","10","4","12","10","12","1","0","0","0","0","0","9375","Bellinzago Novarese","8.63973111","45.57030363"
"3025","Borgo Ticino","3","1","2","6","0","8","5","1","0","0","0","0","0","4929","Borgo Ticino","8.60392229","45.68806799"
"3032","Cameri","3","6","9","8","11","10","23","1","0","0","0","0","0","10770","Cameri","8.66224358","45.50102461"
"3049","Cerano","3","5","7","6","4","6","16","1","0","0","0","0","0","6728","Cerano","8.78085515","45.41067427"
"3055","Cressa","3","3","4","0","1","2","4","1","0","0","0","0","0","1571","Cressa","8.50748369","45.64799409"
"3065","Fara Novarese","3","1","6","1","1","2","10","1","0","0","0","0","0","2113","Fara Novarese","8.45911220","45.55511789"
"3066","Fontaneto d'Agogna","3","2","3","6","3","3","5","1","0","0","0","0","0","2731","Fontaneto d'Agogna","8.48458276","45.63985923"
"3068","Galliate","3","14","16","11","12","14","23","1","0","0","0","0","0","15008","Galliate","8.69527266","45.47769535"
"3073","Ghemme","3","4","7","1","3","4","17","1","0","0","0","0","0","3617","Ghemme","8.42009104","45.59781069"
"3076","Gozzano","3","6","5","7","8","8","10","1","0","0","0","0","0","5601","Gozzano","8.43465086","45.74755669"
"3079","Grignasco","3","4","8","3","6","5","9","1","0","0","0","0","0","4691","Grignasco","8.33970898","45.68190215"
"3082","Invorio","3","5","6","5","3","4","8","1","0","0","0","0","0","4464","Invorio","8.48673976","45.75590621"
"3088","Maggiora","3","2","0","1","3","3","4","1","0","0","0","0","0","1742","Maggiora","8.42099488","45.69075412"
"3100","Momo","3","5","3","2","4","1","3","1","0","0","0","0","0","2673","Momo","8.55537053","45.57391222"
"3103","Nebbiuno","3","2","2","1","3","2","7","1","0","0","0","0","0","1856","Nebbiuno","8.52423877","45.80607594"
"3106","Novara","3","126","91","108","114","111","183","1","0","0","0","0","0","101952","Novara","8.62191588","45.44588506"
"3108","Oleggio","3","16","12","8","9","19","28","1","0","0","0","0","0","13650","Oleggio","8.63736389","45.59668789"
"3112","Orta San Giulio","3","1","3","3","1","4","3","1","0","0","0","0","0","1163","Orta San Giulio","8.40568474","45.79916255"
"3120","Pogno","3","2","1","4","7","0","7","1","0","0","0","0","0","1538","Pogno","8.38307485","45.75667233"
"3122","Prato Sesia","3","2","0","4","3","4","8","1","0","0","0","0","0","1993","Prato Sesia","8.37377395","45.64787501"
"3131","Romentino","3","4","3","4","8","7","10","1","0","0","0","0","0","5379","Romentino","8.72085352","45.46260428"
"3135","San Pietro Mosezzo","3","1","2","2","2","1","9","1","0","0","0","0","0","1996","San Pietro Mosezzo","8.54347212","45.45561012"
"3149","Trecate","3","21","17","12","17","11","24","1","0","0","0","0","0","19856","Trecate","8.73505551","45.43190444"
"3154","Varallo Pombia","3","4","3","6","1","5","7","1","0","0","0","0","0","5004","Varallo Pombia","8.63305280","45.66670204"
"4009","Bagnolo Piemonte","3","2","7","6","3","4","8","1","0","0","0","0","0","6040","Bagnolo Piemonte","7.31548217","44.75990270"
"4012","Barge","3","6","9","6","7","17","16","1","0","0","0","0","0","7861","Barge","7.32339364","44.72522006"
"4025","Borgo San Dalmazzo","3","6","16","9","6","10","13","1","0","0","0","0","0","12372","Borgo San Dalmazzo","7.48746357","44.32875997"
"4037","Canale","3","4","10","5","6","4","5","1","0","0","0","0","0","5636","Canale","7.99140953","44.79720739"
"4040","Caraglio","3","10","8","4","6","11","13","1","0","0","0","0","0","6755","Caraglio","7.42762073","44.41771618"
"4062","Ceresole Alba","3","2","0","1","3","1","5","1","0","0","0","0","0","2115","Ceresole Alba","7.82056601","44.79952425"
"4064","Cervasca","3","6","6","3","6","8","7","1","0","0","0","0","0","4804","Cervasca","7.46788805","44.38316033"
"4066","Ceva","3","6","6","6","8","5","9","1","0","0","0","0","0","5757","Ceva","8.03521716","44.38623533"
"4067","Cherasco","3","9","9","2","9","4","13","1","0","0","0","0","0","8652","Cherasco","7.85820345","44.65222548"
"4073","Cortemilia","3","6","1","5","4","4","5","1","0","0","0","0","0","2388","Cortemilia","8.19186669","44.58086160"
"4078","Cuneo","3","61","63","54","56","61","86","1","0","0","0","0","0","55013","Cuneo","7.55117163","44.39329624"
"4095","Garessio","3","4","5","3","3","3","21","1","0","0","0","0","0","3362","Garessio","8.02988403","44.19729282"
"4096","Genola","3","3","2","2","3","1","3","1","0","0","0","0","0","2596","Genola","7.66272590","44.58769184"
"4117","Marene","3","5","2","3","2","1","6","1","0","0","0","0","0","3055","Marene","7.72915160","44.66149658"
"4130","Mondov�","3","26","22","18","18","19","32","1","0","0","0","0","0","22253","Mondov�","7.81980578","44.38717713"
"4143","Moretta","3","5","2","5","6","4","4","1","0","0","0","0","0","4237","Moretta","7.53692411","44.76390518"
"4148","Neive","3","8","5","1","4","3","8","1","0","0","0","0","0","3341","Neive","8.11549922","44.72631566"
"4163","Peveragno","3","5","6","6","4","7","5","1","0","0","0","0","0","5481","Peveragno","7.61713926","44.33001233"
"4165","Pianfei","3","5","2","2","2","2","6","1","0","0","0","0","0","2222","Pianfei","7.70975813","44.37049040"
"4170","Pocapaglia","3","3","3","3","2","2","5","1","0","0","0","0","0","3330","Pocapaglia","7.88718583","44.71945971"
"4180","Revello","3","3","6","5","5","1","6","1","0","0","0","0","0","4203","Revello","7.38900592","44.65466177"
"4190","Roccaforte Mondov�","3","1","7","0","5","4","8","1","0","0","0","0","0","2148","Roccaforte Mondov�","7.74587877","44.31842604"
